project_slug,project_name,symbol,category,market_cap_usd,price_usd,ico_price_usd,ico_roi,total_invested,invest_mcap_ratio,first_valuation,last_valuation,funds_count,top_funds
indigg,IndiGG,INDI,Gaming,,0.001202,0.15,0.01x,6000000.0,,60000000,60000000,25,"iSeed ($240,000); Dune Ventures ($240,000); Alexis Ohanian ($240,000); Griffin Gaming Partners ($240,000); Transcend Fund ($240,000)"
credora,Credora,credora,Lending Platform,,,,,5999999.999999998,,90000000,90000000,11,"Coinbase Ventures ($545,455); CMT Digital ($545,455); HashKey Capital ($545,455); The Spartan Group ($545,455); Pirata Capital ($545,455)"
fractal-protocol,Fractal Protocol,,DeFi,,,,,6000000.0,,60000000,60000000,15,"CMT Digital ($400,000); The Spartan Group ($400,000); QCP Capital ($400,000); Circle Ventures ($400,000); 6MV (6th Man Ventures) ($400,000)"
oh-baby-games,Oh Baby Games,,Gaming,,,,,6000000.0,,60000000,60000000,8,"Synergis Capital ($750,000); Santiago Roel Santos ($750,000); Merit Circle ($750,000); Kevin Lin ($750,000); eGirl Capital ($750,000)"
azteco,Azteco,,,,,,,6000000.0,,60000000,60000000,9,"Visary Capital ($666,667); Gaingels ($666,667); Jack Dorsey ($666,667); Hivemind Ventures ($666,667); Aleka Capital ($666,667)"
mnemonic,Mnemonic,MNEMO,NFT,,0.0001141,,,6000000.0,,60000000,60000000,5,"P2 Ventures ($1,200,000); Salesforce Ventures ($1,200,000); FJ Labs ($1,200,000); Orange DAO ($1,200,000); Fin Capital ($1,200,000)"
artela,Artela,ART,Infrastructure,,0.03253,,,6000000.0,,60000000,60000000,6,"Amino Capital ($1,000,000); Shima Capital ($1,000,000); SevenX Ventures ($1,000,000); A&T Capital ($1,000,000); Big Brain Holdings ($1,000,000)"
linera,Linera,Linera,Infrastructure,,,,,12000000.0,,60000000,60000000,8,"Eterna Capital ($1,500,000); Borderless Capital ($1,500,000); Flow Traders ($1,500,000); Laser Digital ($1,500,000); Tribe Capital ($1,500,000)"
nocturne,Nocturne,,Blockchain Service,,,,,6000000.0,,60000000,60000000,6,"Polychain Capital ($1,000,000); Robot Ventures ($1,000,000); Hack VC ($1,000,000); Bain Capital Ventures ($1,000,000); Vitalik Buterin ($1,000,000)"
atani,Atani,,CEX,,,,,6000000.0,,60000000,60000000,4,"Conexo Ventures ($1,500,000); Neil Gomes ($1,500,000); Cometa ($1,500,000); JME Ventures ($1,500,000)"
llama,Llama,,Blockchain Service,,,,,6000000.0,,60000000,60000000,12,"Electric Capital ($500,000); Stani Kulechov ($500,000); Sandeep Nailwal ($500,000); Will Gaybrick ($500,000); Elad Gil ($500,000)"
omtrade,OMTrade,,CEX,,,,,6000000.0,,60000000,60000000,5,"Folius Ventures ($1,200,000); Incuba Alpha ($1,200,000); KSK Angel Fund ($1,200,000); Meteorite Labs ($1,200,000); Find Satoshi Lab ($1,200,000)"
mohash,MoHash,MoHash,DeFi,,,,,6000000.0,,60000000,60000000,10,"Jump Crypto ($600,000); Coinbase Ventures ($600,000); Hashed ($600,000); LedgerPrime ($600,000); Peak XV Partners(ex-Sequoia India) ($600,000)"
web3mine,web3mine,,Infrastructure,,,,,6000000.0,,60000000,60000000,2,"1kx ($3,000,000); Protocol Labs ($3,000,000)"
addressable,Addressable,,Social,,,,,13500000.0,,75000000,60000000,6,"Fabric Ventures ($2,875,000); North Island Ventures ($2,875,000); Mensch Capital Partners ($2,875,000); Viola Ventures ($2,875,000); BITKRAFT Ventures ($1,000,000)"
gevulot,Gevulot,,Blockchain,,,,,6000000.0,,60000000,60000000,7,"Variant ($857,143); RockawayX ($857,143); Volt Capital ($857,143); Calvin Liu ($857,143); George Lambeth ($857,143)"
omega-2,Omega,,DeFi,,,,,6000000.0,,60000000,60000000,21,"Borderless Capital ($285,714); Kronos Research ($285,714); Blockchain.com Ventures ($285,714); Cadenza Ventures ($285,714); DCF GOD ($285,714)"
keyring-network,Keyring Network,,Finance,,,,,6000000.0,,60000000,60000000,4,"gumi Cryptos Capital ($1,500,000); Kima Ventures ($1,500,000); Greenfield Capital ($1,500,000); Motier Ventures ($1,500,000)"
reya-network,Reya Network (Voltz),,DeFi,,,,,16000000.000000004,,60000000,100000000,14,"Fabric Ventures ($1,656,566); Framework Ventures ($1,656,566); Robot Ventures ($1,656,566); Stani Kulechov ($1,656,566); Wintermute ($1,656,566)"
star-nest,Star Nest,,Music,,,,,6000000.0,,60000000,60000000,2,"Chuangqi International Limited ($3,000,000); Doo Group ($3,000,000)"
chainstack,Chainstack,,Blockchain Service,,,,,6000000.0,,60000000,60000000,4,"SBI Investment (Group) ($1,500,000); Sygnum ($1,500,000); Unicorn Factory Ventures ($1,500,000); Azimut Group ($1,500,000)"
haruko,Haruko,,Blockchain Service,,,,,16000000.0,,100000000,60000000,3,"White Star Capital ($8,000,000); Portage Ventures ($5,000,000); MMC Ventures ($3,000,000)"
fabric-cryptography,Fabric Cryptography,,Infrastructure,,,,,39000000.0,,60000000,330000000,7,"Blockchain Capital ($16,500,000); 1kx ($16,500,000); MV Global ($1,200,000); Inflection ($1,200,000); Novawulf ($1,200,000)"
ida-2,IDA,,Stablecoin,,,,,6000000.0,,60000000,60000000,12,"Chorus One ($500,000); SNZ Holding ($500,000); Hack VC ($500,000); Yolo Investments ($500,000); CMCC Global ($500,000)"
puffpaw,Puffpaw,VAPE,DePIN,,,,,6000000.0,,60000000,60000000,17,"Hypersphere Ventures ($352,941); The Spartan Group ($352,941); Lemniscap ($352,941); Everest Ventures ($352,941); Santiago Roel Santos ($352,941)"
smolbound,Smolbound,,Gaming,,,,,6000000.0,,60000000,60000000,9,"Caballeros Capital ($666,667); RockawayX ($666,667); Play Ventures ($666,667); BITKRAFT Ventures ($666,667); King River Capital ($666,667)"
daylight,Daylight,,Blockchain Service,,,,,5999999.999999998,,60000000,60000000,11,"Union Square Ventures ($545,455); Framework Ventures ($545,455); 1kx ($545,455); Chapter One Ventures ($545,455); Vadim Koleoshkin ($545,455)"
layer,Layer,,Infrastructure,,,,,6000000.0,,60000000,60000000,8,"Arrington Capital ($750,000); Fabric Ventures ($750,000); 1kx ($750,000); Sreeram Kannan ($750,000); IOBC Capital ($750,000)"
canyon-network,Canyon Network,,Oracle,,,,,6000000.0,,60000000,60000000,4,"DeData Technologies ($1,500,000); DAO Venture ($1,500,000); Vinci Labs ($1,500,000); Fission Digital Capital ($1,500,000)"
genius-2,Genius,,DeFi,,,,,5999999.999999998,,60000000,60000000,11,"Avalanche Foundation ($545,455); Balaji Srinivasan ($545,455); CMCC Global ($545,455); Flow Traders ($545,455); Psalion VC ($545,455)"
naptha-ai,Naptha AI,,Blockchain Service,,,,,6000000.0,,60000000,60000000,6,"Polymorphic Capital ($1,000,000); Gnosis ($1,000,000); Seed Club Ventures ($1,000,000); cyber Fund ($1,000,000); Halo Capital ($1,000,000)"
bethog,BetHog,,Gambling,,,,,6000000.0,,60000000,60000000,6,"6MV (6th Man Ventures) ($1,000,000); Josh Hannah ($1,000,000); Will Ventures ($1,000,000); Bullpen Capital ($1,000,000); Karatage ($1,000,000)"
acki-nacki,Acki Nacki,NACKL,Gaming,,,,,6000000.0,,60000000,60000000,5,"Blockchain.com Ventures ($1,200,000); Kingsway Capital ($1,200,000); Hack VC ($1,200,000); K5 Global ($1,200,000); Original Capital ($1,200,000)"
fraction-ai,Fraction AI,,Blockchain Service,,,,,5999999.999999998,,60000000,60000000,19,"Symbolic Capital ($315,789); Anagram Crypto ($315,789); GenerativeVentures ($315,789); Karatage ($315,789); Oak Grove Ventures ($315,789)"
bitrobot,BitRobot,,Infrastructure,,,,,6000000.000000002,,60000000,60000000,13,"Fabric Ventures ($461,538); Sfermion ($461,538); Solana Ventures ($461,538); Zee Prime Capital ($461,538); Big Brain Holdings ($461,538)"
august,August,,DeFi,,,,,16000000.0,,60000000,100000000,13,"6MV (6th Man Ventures) ($3,100,000); Dragonfly Capital ($2,500,000); Foresight Ventures ($2,500,000); SCB Limited ($2,500,000); CMT Digital ($600,000)"
popp,PoPP,,Social,,,,,6000000.0,,60000000,60000000,10,"HG Ventures ($600,000); IBC Group ($600,000); Oasis Labs ($600,000); Becker Ventures ($600,000); Starbase ($600,000)"
halliday,Halliday,,Blockchain Service,,,,,26000000.0,,60000000,200000000,6,"Andreessen Horowitz (a16z) ($6,500,000); SV Angel ($6,500,000); Blizzard Fund (Avalanche Ecosystem) ($5,000,000); Credibly Neutral ($5,000,000); A Capital Ventures ($1,500,000)"
hyperdrive,Hyperdrive,,DeFi,,,,,5999999.999999998,,60000000,60000000,11,"Arrington Capital ($545,455); Delphi Ventures ($545,455); CMS Holdings ($545,455); Susquehanna International Group (SIG) ($545,455); Amber Group ($545,455)"
nuconstruct,NuConstruct,,Infrastructure,,,,,6000000.0,,60000000,60000000,5,"Digital Currency Group (DCG) ($1,200,000); Maven 11 Capital ($1,200,000); Eden Block ($1,200,000); Greenfield Capital ($1,200,000); cyber Fund ($1,200,000)"
project-11,Project 11,,Infrastructure,,,,,6000000.0,,60000000,60000000,5,"Variant ($1,200,000); Castle Island Ventures ($1,200,000); Quantonation ($1,200,000); Formation ($1,200,000); Nebular ($1,200,000)"
zoot,ZOOT,,Gaming,,,,,6000000.0,,60000000,60000000,2,"CoinFund ($3,000,000); Griffin Gaming Partners ($3,000,000)"
belfort,Belfort,,Blockchain Service,,,,,6000000.0,,60000000,60000000,9,"Naval Ravikant ($666,667); Inovia Capital ($666,667); Anagram Crypto ($666,667); Jeff Dean ($666,667); Syndicate One ($666,667)"
nebx,NebX,,Social,,,,,6000000.0,,60000000,60000000,1,"M2M capital ($6,000,000)"
4ai,4AI,,Blockchain Service,,,,,6000000.0,,60000000,60000000,1,"0xLabs ($6,000,000)"
harmonic,Harmonic,,Infrastructure,,,,,6000000.0,,60000000,60000000,1,"Paradigm ($6,000,000)"
fin,Fin (Prev. TipLink),,Blockchain Service,,,,,23000000.000000004,,60000000,170000000,21,"Sequoia Capital ($2,016,667); sheraz ($1,416,667); Josh Fried ($1,416,667); Pantera Capital ($1,416,667); Samsung NEXT ($1,416,667)"
magma-finance,Magma Finance,,DEX,,,,,6000000.0,,60000000,60000000,6,"HashKey Capital ($1,000,000); Puzzle Ventures ($1,000,000); SevenX Ventures ($1,000,000); SNZ Holding ($1,000,000); NAVI Protocol ($1,000,000)"
c3-ico,C3,,,,,,,6000000.0,,60000000,60000000,10,"Jane Street Capital ($600,000); Jump Crypto ($600,000); Two Sigma Ventures ($600,000); CMS Holdings ($600,000); Cumberland ($600,000)"
amulet-ico,Amulet,,,,,,,6000000.000000001,,60000000,60000000,23,"Solana Ventures ($260,870); G1 Ventures ($260,870); Signum Capital ($260,870); NGC Ventures ($260,870); SevenX Ventures ($260,870)"
supermojo-ico,Supermojo,,,,,,,5999999.999999999,,60000000,60000000,18,"Arrington Capital ($333,333); DRW Venture Capital ($333,333); Sfermion ($333,333); OP Crypto ($333,333); FBG Capital ($333,333)"
jungle-ico,Jungle,,,,,,,6000000.0,,60000000,60000000,10,"Norte Ventures ($600,000); BITKRAFT Ventures ($600,000); Bodhi Ventures ($600,000); Monoceros ($600,000); Stateless Ventures ($600,000)"
code4rena-ico,Code4rena,,,,,,,6000000.0,,60000000,60000000,1,"Paradigm ($6,000,000)"
size-ico,Size,,,,,,,6000000.0,,60000000,60000000,10,"Alameda Research ($600,000); mgnr.io ($600,000); Anthony Pompliano ($600,000); DCF GOD ($600,000); Cobie ($600,000)"
volare-finance-ico,Volare Finance,VOLA,,,,,,6000000.0,,60000000,60000000,15,"Primeblock Ventures ($400,000); Parataxis ($400,000); GSR Markets (GSR) ($400,000); Arrington Capital ($400,000); Waterdrip Capital ($400,000)"
fare-protocol,FARE Protocol,FARE,DeFi,,,,,6200000.0,,62000000,62000000,10,"Arrington Capital ($620,000); Morningstar Ventures ($620,000); Spark Digital Capital ($620,000); 6MV (6th Man Ventures) ($620,000); Goat Capital ($620,000)"
ocean-mining,OCEAN,,Blockchain Service,,,,,6200000.0,,62000000,62000000,5,"Accomplice ($1,240,000); Jack Dorsey ($1,240,000); New Layer Capital ($1,240,000); Bitcoin Opportunity Fund ($1,240,000); Barefoot Mining ($1,240,000)"
rails,Rails,,DeFi,,,,,20200000.0,,62000000,140000000,5,"Slow Ventures ($4,350,000); CMCC Global ($4,350,000); Quantstamp ($4,350,000); Round 13 Digital Asset Fund ($4,350,000); Kraken ($2,800,000)"
xp-2,XP,,Blockchain Service,,,,,6200000.0,,62000000,62000000,3,"Blockchange Ventures ($2,066,667); Reflexive Capital ($2,066,667); L1D ($2,066,667)"
pebble-ico,Pebble,,,,,,,6200000.0,,62000000,62000000,16,"Lightshed Ventures ($387,500); Caballeros Capital ($387,500); Matt Bellamy ($387,500); Richard Ma (Quantstamp) ($387,500); LD Capital ($387,500)"
k33,K33,,CEX,,,,,6230000.0,,62300000,62300000,4,"Klein Group ($1,557,500); Middelborg Invest AS ($1,557,500); Modiola AS ($1,557,500); Tigergutt Invest AS ($1,557,500)"
galactic-holdings,Galactic Holdings,Galactic,CEX,,,,,16250000.0,,100000000,62500000,10,"Galaxy Interactive ($3,125,000); Dragonfly Capital ($3,125,000); Y2Z Ventures ($1,250,000); Head & Shoulders Financial Group ($1,250,000); Palm Drive Capital ($1,250,000)"
nori,Nori,,Social,,,,,13250000.000000002,,70000000,62500000,4,"Placeholder ($3,895,833); M13 ($3,895,833); Toyota Ventures ($3,895,833); Cargill ($1,562,500)"
modulus-labs,Modulus Labs,,Blockchain Service,,,,,6300000.0,,63000000,63000000,8,"Stanford University ($787,500); Bankless ($787,500); Variant ($787,500); 1kx ($787,500); Alliance ($787,500)"
cloudwall,Cloudwall,,DeFi,,,,,6300000.0,,63000000,63000000,5,"LocalGlobe ($1,260,000); Illuminate Financial ($1,260,000); Eberg Capital ($1,260,000); IA Capital Partners ($1,260,000); NEMO Ventures ($1,260,000)"
crossover-markets-group,Crossover Markets Group,,Finance,,,,,18349999.999999993,,63500000,120000000,12,"Wintermute ($1,725,909); Gate.io ($1,725,909); Two Sigma Ventures ($1,725,909); Flow Traders ($1,725,909); Laser Digital ($1,725,909)"
orbital,Orbital,,Blockchain Service,,,,,6400000.0,,64000000,64000000,5,"New Form Capital ($1,280,000); GSR Ventures ($1,280,000); Golden Record Ventures ($1,280,000); Psalion VC ($1,280,000); Luminous Ventures ($1,280,000)"
mmerch,mmERCH,,NFT,,,,,6400000.000000001,,25700000,25700000,6,"Flamingo DAO ($1,066,667); Liberty City Ventures ($1,066,667); Red Dao ($1,066,667); Seedphrase ($1,066,667); Charles Cascarilla ($1,066,667)"
sentio-ico,Sentio,,,,,,,6400000.0,,64000000,64000000,5,"Essence VC ($1,280,000); Canonical Crypto ($1,280,000); GSR Ventures ($1,280,000); Lightspeed Venture Partners ($1,280,000); HashKey Capital ($1,280,000)"
degame,DeGame,,Gaming,,,,,6500000.0,,65000000,65000000,14,"Assembly Capital Partners ($464,286); Y2Z Ventures ($464,286); Avalanche VC ($464,286); Sfermion ($464,286); HashKey Capital ($464,286)"
gensyn,Gensyn,AI,Blockchain Service,,,,,49500000.00000001,,65000000,430000000,15,"CoinFund ($4,305,556); Maven 11 Capital ($4,305,556); Zee Prime Capital ($4,305,556); Eden Block ($4,305,556); Jsquare ($4,305,556)"
cryptoquant,CryptoQuant,,Blockchain Service,,,,,6500000.0,,65000000,65000000,1,"Atinum Investment ($6,500,000)"
ambient-finance,Ambient Finance,,DEX,,,,,6500000.0,,80000000,80000000,11,"Circle Ventures ($590,909); Jane Street Capital ($590,909); Julian Koh ($590,909); Naval Ravikant ($590,909); Don Ho ($590,909)"
mythic-protocol,Mythic Protocol,,Gaming,,,,,6499999.999999999,,65000000,65000000,9,"Shima Capital ($722,222); Emurgo ($722,222); Alpha JWC Ventures ($722,222); Planetarium ($722,222); Hyperithm ($722,222)"
mesh,Mesh,,Finance,,,,,130000000.00000001,,100000000,95000000,31,"AltaIR Capital ($12,250,000); Hike Ventures ($12,250,000); Paradigm ($10,250,000); ConsenSys ($10,250,000); Yolo Investments ($10,250,000)"
x10,Extended (prev. X10),,DeFi,,,,,6499999.999999999,,65000000,65000000,6,"Semantic Ventures ($1,083,333); Cherry Ventures ($1,083,333); StarkWare Industries ($1,083,333); Konstantin Lomashuk ($1,083,333); Tioga Capital Partners ($1,083,333)"
mawari,Mawari,,Blockchain Service,,,,,17300000.0,,65000000,108000000,19,"Blockchange Ventures ($2,300,000); Outlier Ventures ($1,625,000); Decasonic ($1,625,000); Primal Capital ($1,625,000); Animoca Brands ($675,000)"
avant,Avant,,DeFi,,,,,6500000.0,,25000000,25000000,5,"GoGoPool ($1,300,000); Linda Kreitzman ($1,300,000); Daybreak Digital ($1,300,000); Avalaunch ($1,300,000); SuperLayer ($1,300,000)"
primus-labs,Primus Labs,,Infrastructure,,,,,6499999.999999998,,65000000,65000000,17,"SNZ Holding ($382,353); Samsung NEXT ($382,353); Amber Group ($382,353); VanEck ($382,353); Hash Global ($382,353)"
testmachine,TestMachine,,Blockchain Service,,,,,6500000.0,,65000000,65000000,10,"Delphi Ventures ($650,000); Blockchange Ventures ($650,000); Santiago Roel Santos ($650,000); New Form Capital ($650,000); Contango Digital Assets ($650,000)"
econia-ico,Econia,,,,,,,6500000.0,,65000000,65000000,5,"Dragonfly Capital ($1,300,000); Lightspeed Venture Partners ($1,300,000); Wintermute ($1,300,000); Flow Traders ($1,300,000); Hudson River Trading ($1,300,000)"
wildcard-ico,Wildcard,,,,,,,52500000.0,,460000000,65000000,5,"Paradigm ($14,750,000); P2 Ventures ($11,500,000); Griffin Gaming Partners ($11,500,000); Sabrina Hahn ($11,500,000); Arbitrum Gaming Ventures ($3,250,000)"
hologram-ico,Hologram,,,,,,,6500000.0,,65000000,65000000,13,"Polychain Capital ($500,000); Richard Ma (Quantstamp) ($500,000); Inflection Capital ($500,000); Foothill Ventures ($500,000); Nascent ($500,000)"
the-red-village-ico,The Red Village,,,,,,,6500000.0,,65000000,65000000,16,"Fundamental Labs ($406,250); DuckDAO ($406,250); OIG Oracles Investment Group ($406,250); SL2 Capital ($406,250); Metavest ($406,250)"
opolis,Opolis,,Social,,,,,6600000.0,,66000000,66000000,4,"P2 Ventures ($1,650,000); Draper Associates ($1,650,000); NEAR Foundation ($1,650,000); Greenfield Capital ($1,650,000)"
divine,Divine,,DeFi,,,,,6600000.0,,66000000,66000000,1,"Paradigm ($6,600,000)"
endaoment-ico,Endaoment,,,,,,,6670000.0,,66700000,66700000,9,"Coinbase Ventures ($741,111); Framework Ventures ($741,111); Circle Ventures ($741,111); Quiet Capital ($741,111); Shine Capital ($741,111)"
hyperbot,Hyperbot,BOT,Analytics,,0.005828,,,6750000.0,,67500000,67500000,1,"Pop Culture Group ($6,750,000)"
octane,Octane,,Blockchain Service,,,,,6750000.0,,67500000,67500000,9,"Winklevoss Capital ($750,000); Balaji Srinivasan ($750,000); Gemini Frontier Fund ($750,000); Archetype ($750,000); Sina Habibian ($750,000)"
teller-finance-ico,Teller Finance,,,,,,,6850000.000000001,,68500000,68500000,9,"PayPal Ventures ($978,571); Bessemer Venture Partners ($978,571); Signum Capital ($978,571); Franklin Templeton ($978,571); Blockchain Capital ($978,571)"
hashport,HashPort,,Blockchain Service,,,,,15400000.000000002,,69000000,85000000,3,"Sumitomo Mitsui Banking Corporation ($6,283,333); The University of Tokyo Edge Capital Partners(UTEC) ($6,283,333); Yusaku Maezawa ($2,833,333)"
sona,Sona,,Blockchain Service,,,,,6900000.0,,69000000,69000000,3,"Polychain Capital ($2,300,000); Haun Ventures ($2,300,000); Rogue Capital ($2,300,000)"
shogun,Shogun,,DeFi,,,,,6900000.0,,69000000,69000000,15,"Bryan Pellegrino ($460,000); rushi ($460,000); Polychain Capital ($460,000); Arrington Capital ($460,000); Hypersphere Ventures ($460,000)"
azura,Azura,,DeFi,,,,,6900000.000000002,,69000000,69000000,17,"Winklevoss Capital ($405,882); Initialized Capital ($405,882); DCF GOD ($405,882); Volt Capital ($405,882); Meltem Demirors ($405,882)"
dogeos,DogeOS,,Infrastructure,,,,,6900000.0,,69000000,69000000,1,"Polychain Capital ($6,900,000)"
spheron-network,Spheron Network,SPON,Blockchain Service,,0.004621,,,7000000.000000001,,70000000,70000000,9,"Zee Prime Capital ($777,778); Sandeep Nailwal ($777,778); Protocol Labs ($777,778); Paradigm Shift Capital ($777,778); Tykhe Block Ventures ($777,778)"
playsout,PlaysOut,PLAY,Gaming,,0.03518,,,6999999.999999999,,70000000,70000000,12,"Oak Grove Ventures ($583,333); Kestrel0x1 ($583,333); Gam3Girl Ventures ($583,333); Ankaa ($583,333); Kenetic Capital ($583,333)"
webb-protocol,Webb Protocol,,Infrastructure,,,,,7000000.0,,70000000,70000000,5,"Polychain Capital ($1,400,000); Lemniscap ($1,400,000); CMS Holdings ($1,400,000); Zee Prime Capital ($1,400,000); Commonwealth ($1,400,000)"
ethstorage,EthStorage,,Blockchain Service,,,,,6999999.999999998,,100000000,100000000,13,"SevenX Ventures ($538,462); Avant Blockchain Capital ($538,462); FutureMoney Group ($538,462); Rebase D. Ventures ($538,462); W3.Hitchhiker ($538,462)"
spearbit,Spearbit,,Social,,,,,7000000.000000001,,70000000,70000000,6,"Framework Ventures ($1,166,667); Robot Ventures ($1,166,667); 1kx ($1,166,667); Nascent ($1,166,667); Volt Capital ($1,166,667)"
cantina,Cantina,,Web 3.0,,,,,7000000.000000001,,70000000,70000000,6,"Framework Ventures ($1,166,667); Robot Ventures ($1,166,667); Breed ($1,166,667); Nascent ($1,166,667); Volt Capital ($1,166,667)"
fhenix,Fhenix,,Infrastructure,,,,,22000000.0,,70000000,150000000,13,"Hack VC ($3,375,000); Primitive Ventures ($2,500,000); Stake Capital ($2,500,000); Amber Group ($2,500,000); GSR Markets (GSR) ($2,500,000)"
cvex,CVEX,,DeFi,,,,,7000000.0,,70000000,70000000,7,"Fabric Ventures ($1,000,000); Saxon Advisors ($1,000,000); FunFair Ventures ($1,000,000); FiveT Fintech ($1,000,000); Kyber Capital ($1,000,000)"
re,Re,,Insurance,,,,,7000000.0,,70000000,70000000,1,"Electric Capital ($7,000,000)"
helix-3,HELIX (Hypersonic Laboratories) ,,Gaming,,,,,7000000.0,,70000000,70000000,5,"Play Ventures ($1,400,000); AppWorks ($1,400,000); WTIC ($1,400,000); KB Investment ($1,400,000); Alex Ekvall ($1,400,000)"
ratex,RateX,,DEX,,,,,7000000.0,,70000000,70000000,8,"Animoca Brands ($875,000); Crypto.com ($875,000); Gate.io ($875,000); GSR Markets (GSR) ($875,000); Summer Capital ($875,000)"
kiva-ai,Perle (Prev. Kiva Ai),,Artificial Intelligence (AI),,,,,16000000.0,,70000000,90000000,10,"Framework Ventures ($9,000,000); Protagonist ($777,778); CoinFund ($777,778); HashKey Capital ($777,778); NGC Ventures ($777,778)"
predicate,Predicate,,Blockchain Service,,,,,7000000.000000002,,70000000,70000000,24,"HashKey Capital ($291,667); Tribe Capital ($291,667); 1kx ($291,667); ConsenSys ($291,667); Sandeep Nailwal ($291,667)"
karpatkey,Karpatkey,,Blockchain Service,,,,,7000000.0,,70000000,70000000,5,"Stani Kulechov ($1,400,000); Wintermute ($1,400,000); Fernando Martinelli ($1,400,000); AppWorks ($1,400,000); Joseph Lubin ($1,400,000)"
spire-labs,Spire Labs,,Infrastructure,,,,,7000000.000000002,,70000000,70000000,15,"Andreessen Horowitz (a16z) ($466,667); Digital Currency Group (DCG) ($466,667); Maven 11 Capital ($466,667); Anthony Sassano ($466,667); Volt Capital ($466,667)"
blife-protocol,BLIFE Protocol,,Infrastructure,,,,,6999999.999999998,,70000000,70000000,21,"Animoca Brands ($333,333); GSR Ventures ($333,333); OIG Oracles Investment Group ($333,333); Kun Gao ($333,333); B2C2 ($333,333)"
byte-trading,Byte Trading,,DEX,,,,,7000000.0,,70000000,70000000,4,"L1 Digital ($1,750,000); D4 Ventures ($1,750,000); Possible Ventures ($1,750,000); Redalpine ($1,750,000)"
kira-nexus,Kira Nexus,KLAI,Web 3.0,,,,,7000000.0,,70000000,70000000,1,"D5Wav ($7,000,000)"
beam-2,beam,,Blockchain Service,,,,,47000000.0,,70000000,400000000,7,"Modern Treasury ($40,000,000); Castle Island Ventures ($1,166,667); Archetype ($1,166,667); Bankless ($1,166,667); Arca ($1,166,667)"
donut-2,Donut,,Blockchain Service,,,,,22000000.0,,70000000,150000000,10,"BITKRAFT Ventures ($3,700,000); Hack VC ($3,700,000); Sky9 ($3,700,000); Altos Ventures ($3,700,000); Makers Fund ($3,700,000)"
cooking-city,Cooking.City,,Memepad,,,,,7000000.0,,70000000,70000000,5,"CMT Digital ($1,400,000); BitScale Capital ($1,400,000); Everest Ventures ($1,400,000); Mirana Ventures ($1,400,000); Jump Crypto ($1,400,000)"
w3-io,W3.io,,Infrastructure,,,,,7000000.0,,70000000,70000000,3,"Arrington Capital ($2,333,333); Framework Ventures ($2,333,333); Blockchange Ventures ($2,333,333)"
empiric-network-ico,Empiric Network,,,,,,,7000000.000000002,,70000000,70000000,15,"Thomas Bailey ($466,667); Sina Habibi ($466,667); Sandeep Nailwal ($466,667); Variant ($466,667); CMT Digital ($466,667)"
lighthouse-ico,Lighthouse,,,,,,,7000000.000000001,,70000000,70000000,9,"Strobe (Prev. BlockTower Capital) ($777,778); Animoca Brands ($777,778); Gemini Frontier Fund ($777,778); Sparkle Ventures ($777,778); Accel ($777,778)"
safeheron-ico,Safeheron,,,,,,,7000000.0,,70000000,70000000,8,"Fan Zhang ($875,000); 7 O'Clock Capital ($875,000); Waterdrip Capital ($875,000); Primeblock Ventures ($875,000); Shata Capital ($875,000)"
onramp-invest-ico,Onramp Invest,,,,,,,7000000.0,,70000000,70000000,2,"EJF Capital ($3,500,000); JAM FINTOP ($3,500,000)"
conduit-ico,Conduit,,,,,,,44000000.0,,70000000,370000000,23,"Paradigm ($3,176,471); Coinbase Ventures ($2,176,471); Robot Ventures ($2,176,471); Calvin Liu ($2,176,471); Tarun Chitra ($2,176,471)"
multis-ico,Multis,,,,,,,7000000.000000001,,70000000,70000000,9,"Sky (ex. MakerDAO) ($777,778); Long Journey Ventures ($777,778); Paul Veradittakit ($777,778); Ryan Selkis ($777,778); White Star Capital ($777,778)"
cubist-ico,Cubist,,,,,,,7000000.000000001,,70000000,70000000,11,"P2 Ventures ($636,364); Divergence Ventures ($636,364); Axelar ($636,364); Amplify Partners ($636,364); dao5 ($636,364)"
kaleidoco-ico,Kaleidoco,,,,,,,7000000.000000001,,70000000,70000000,9,"Hex Trust ($777,778); Animoca Brands ($777,778); Nexo ($777,778); Merit Circle ($777,778); Jane Street Capital ($777,778)"
ansible-labs-ico,Ansible Labs,,,,,,,7000000.0,,70000000,70000000,5,"Archetype ($1,400,000); Plural VC ($1,400,000); Castle Island Ventures ($1,400,000); Eniac Ventures ($1,400,000); Soma Capital ($1,400,000)"
dust-labs-ico,Dust Labs,,,,,,,6999999.999999999,,70000000,70000000,12,"Foundation Capital ($583,333); FTX Ventures ($583,333); Big Brain Holdings ($583,333); jupiter ($583,333); Hyperspace Capital ($583,333)"
courtyard-ico,Courtyard,,,,,,,37000000.0,,70000000,300000000,9,"Y Combinator ($6,400,000); New Enterprise Associates ($6,400,000); ParaFi Capital ($5,000,000); Prelude ($5,000,000); Forerunner ($5,000,000)"
ambient,Ambient,,Blockchain,,,,,7200000.0,,72000000,72000000,15,"Anatoly Yakovenko ($480,000); Ashwin Ramachandran ($480,000); Delphi Ventures ($480,000); Proof Group ($480,000); Infinite Capital ($480,000)"
xtao,xTAO,,Infrastructure,,,,,30100000.0,,228000000,73000000,6,"Off the Chain Capital ($7,300,000); Animoca Brands ($4,560,000); Digital Currency Group (DCG) ($4,560,000); Borderless Capital ($4,560,000); FalconX ($4,560,000)"
